date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:16:01	22114/22114	URF---	200	added ('OK%20(cached)')	image/png		https://hackmit.org/assets/logos/Appian-logo.png	/home/brianokinyi/websites/hackmit/hackmit.org/assets/logos/Appian-logo.png	(from https://hackmit.org/)
17:16:02	31471/31471	URF---	200	added ('OK%20(cached)')	image/png		https://hackmit.org/assets/logos/WolframAlpha-logo.png	/home/brianokinyi/websites/hackmit/hackmit.org/assets/logos/WolframAlpha-logo.png	(from https://hackmit.org/)
17:16:04	44/44	URF---	200	added ('OK%20(cached)')	image/gif		https://www.facebook.com/tr?id=1248563001937607&ev=PageView&noscript=1	/home/brianokinyi/websites/hackmit/www.facebook.com/tr5ebf.gif	(from https://hackmit.org/)
17:16:05	18091/18091	URF---	200	added ('OK%20(cached)')	image/png		https://hackmit.org/assets/logos/GE-logo.png	/home/brianokinyi/websites/hackmit/hackmit.org/assets/logos/GE-logo.png	(from https://hackmit.org/)
17:16:07	12783/12783	URF---	200	added ('OK%20(cached)')	image/png		https://hackmit.org/assets/logos/WorldQuant-logo.png	/home/brianokinyi/websites/hackmit/hackmit.org/assets/logos/WorldQuant-logo.png	(from https://hackmit.org/)
17:16:10	27399/27399	URF---	200	added ('OK%20(cached)')	image/png		https://hackmit.org/assets/logos/Akamai-logo.png	/home/brianokinyi/websites/hackmit/hackmit.org/assets/logos/Akamai-logo.png	(from https://hackmit.org/)
17:16:11	17203/17203	URF---	200	added ('OK%20(cached)')	image/png		https://hackmit.org/assets/logos/TalkingRain-logo.png	/home/brianokinyi/websites/hackmit/hackmit.org/assets/logos/TalkingRain-logo.png	(from https://hackmit.org/)
17:16:11	9615/9615	URF---	200	added ('OK%20(cached)')	image/png		https://hackmit.org/assets/logos/Expo-logo.png	/home/brianokinyi/websites/hackmit/hackmit.org/assets/logos/Expo-logo.png	(from https://hackmit.org/)
17:16:13	1309563/1309563	URF---	200	added ('OK%20(cached)')	application/mp4		https://hackmit.org/assets/videos/splash-intro-compressed.mp4	/home/brianokinyi/websites/hackmit/hackmit.org/assets/videos/splash-intro-compressed.mp4	(from https://hackmit.org/)
17:16:14	973/973	UR-MCZ	200	added ('OK')	application/javascript	etag:W/%225ae98b23-3cd%22	https://hackmit.org/cdn-cgi/scripts/d07b1474/cloudflare-static/email-decode.min.js	/home/brianokinyi/websites/hackmit/hackmit.org/cdn-cgi/scripts/d07b1474/cloudflare-static/email-decode.min.js	(from https://hackmit.org/)
